Year,Team,Player,Position,Round,Pick,Overall Pick
2018,Michael,Greg Zuerlein,K,1,1,1
2018,Michael,Todd Gurley II,RB,1,2,2
2018,Jackson,Patrick Mahomes,QB,1,3,3
2018,McGwire,Saquon Barkley,RB,1,4,4
2018,Noah,Dalvin Cook,RB,1,5,5
2018,Klapp,Alvin Kamara,RB,1,6,6
2018,Haris,Allen Lazard,WR,1,7,7
2018,Haris,Ezekiel Elliott,RB,1,8,8
2018,Klapp,Le'Veon Bell,RB,1,9,9
2018,McGwire,David Johnson,RB,1,10,10
2018,Carter,Stephen Gostkowski,K,2,1,11
2018,Jackson,Odell Beckham Jr.,WR,2,2,12
2018,Michael,Tyreek Hill,WR,2,3,13
2018,Haris,Antonio Brown,WR,2,4,14
2018,Michael,Kareem Hunt,RB,2,5,15
2018,Dante,Mike Evans,WR,2,6,16
2018,Dante,Zach Ertz,TE,2,7,17
2018,Carter,Julio Jones,WR,2,8,18
2018,Dante,Leonard Fournette,RB,2,9,19
2018,McGwire,Matt Bryant,K,2,10,20
2018,Dante,DeAndre Hopkins,WR,3,1,21
2018,Noah,Keenan Allen,WR,3,2,22
2018,Zach,Stefon Diggs,WR,3,3,23
2018,McGwire,Aaron Rodgers,QB,3,4,24
2018,Noah,Devonta Freeman,RB,3,5,25
2018,Haris,Drew Brees,QB,3,6,26
2018,Michael,Rob Gronkowski,TE,3,7,27
2018,Klapp,Carson Wentz,QB,3,8,28
2018,Nathan,A.J. Green,WR,3,9,29
2018,Nathan,Davante Adams,WR,3,10,30
2018,Klapp,Deshaun Watson,QB,4,1,31
2018,Klapp,Jarvis Landry,WR,4,2,32
2018,Carter,Doug Baldwin,WR,4,3,33
2018,Haris,LeSean McCoy,RB,4,4,34
2018,Zach,Jerick McKinnon,RB,4,5,35
2018,Zach,Derrius Guice,RB,4,6,36
2018,Zach,Eagles D/ST,D/ST,4,7,37
2018,Michael,Matthew Stafford,QB,4,8,38
2018,Jackson,Melvin Gordon III,RB,4,9,39
2018,Zach,Adam Thielen,WR,4,10,40
2018,Nathan,Amari Cooper,WR,5,1,41
2018,Carter,Tyrell Williams,WR,5,2,42
2018,Jackson,JuJu Smith-Schuster,WR,5,3,43
2018,Dante,Brandin Cooks,WR,5,4,44
2018,Nathan,Michael Thomas,WR,5,5,45
2018,Carter,Christian McCaffrey,RB,5,6,46
2018,Noah,Rams D/ST,D/ST,5,7,47
2018,Carter,Carlos Hyde,RB,5,8,48
2018,Nathan,Josh Gordon,WR,5,9,49
2018,Carter,William Fuller V,WR,5,10,50
2018,Haris,Justin Tucker,K,6,1,51
2018,Noah,Travis Kelce,TE,6,2,52
2018,Haris,Dion Lewis,RB,6,3,53
2018,Zach,Golden Tate,WR,6,4,54
2018,Noah,T.Y. Hilton,WR,6,5,55
2018,Carter,Cam Newton,QB,6,6,56
2018,Zach,Jaguars D/ST,D/ST,6,7,57
2018,McGwire,Nelson Agholor,WR,6,8,58
2018,Carter,Joe Mixon,RB,6,9,59
2018,McGwire,Ravens D/ST,D/ST,6,10,60
2018,Nathan,Alex Collins,RB,7,1,61
2018,Michael,DJ Moore,WR,7,2,62
2018,Jackson,Royce Freeman,RB,7,3,63
2018,Zach,Wil Lutz,K,7,4,64
2018,Carter,Larry Fitzgerald,WR,7,5,65
2018,Klapp,Vikings D/ST,D/ST,7,6,66
2018,Carter,Texans D/ST,D/ST,7,7,67
2018,Carter,Jalen Richard,RB,7,8,68
2018,Nathan,Jordan Howard,RB,7,9,69
2018,McGwire,Allen Robinson,WR,7,10,70
2018,Zach,Marshawn Lynch,RB,8,1,71
2018,Klapp,David Njoku,TE,8,2,72
2018,Carter,Marvin Jones Jr.,WR,8,3,73
2018,Noah,Mark Ingram II,RB,8,4,74
2018,Nathan,Demaryius Thomas,WR,8,5,75
2018,Haris,Kyle Rudolph,TE,8,6,76
2018,Zach,Randall Cobb,WR,8,7,77
2018,Noah,Jay Ajayi,RB,8,8,78
2018,Zach,Sterling Shepard,WR,8,9,79
2018,McGwire,Chris Hogan,WR,8,10,80
2018,McGwire,Michael Crabtree,WR,9,1,81
2018,Klapp,Jake Elliott,K,9,2,82
2018,Jackson,Greg Olsen,TE,9,3,83
2018,Zach,Tom Brady,QB,9,4,84
2018,Carter,Kenyan Drake,RB,9,5,85
2018,Nathan,Evan Engram,TE,9,6,86
2018,Zach,Alshon Jeffery,WR,9,7,87
2018,Zach,Jimmy Graham,TE,9,8,88
2018,Haris,Cooper Kupp,WR,9,9,89
2018,Jackson,Delanie Walker,TE,9,10,90
2018,Haris,Devin Funchess,WR,10,1,91
2018,Klapp,C.J. Anderson,RB,10,2,92
2018,Jackson,Derrick Henry,RB,10,3,93
2018,Zach,Lamar Miller,RB,10,4,94
2018,Haris,Rashaad Penny,RB,10,5,95
2018,Carter,Austin Seferian-Jenkins,TE,10,6,96
2018,Nathan,Ronald Jones,RB,10,7,97
2018,Dante,Devontae Booker,RB,10,8,98
2018,Carter,Nick Chubb,RB,10,9,99
2018,Zach,Jordan Reed,TE,10,10,100
2018,Noah,Marqise Lee,WR,11,1,101
2018,Klapp,Robert Woods,WR,11,2,102
2018,Noah,Tevin Coleman,RB,11,3,103
2018,Nathan,Corey Davis,WR,11,4,104
2018,Jackson,Patriots D/ST,D/ST,11,5,105
2018,Dante,Matt Ryan,QB,11,6,106
2018,Haris,Kelvin Benjamin,TE,11,7,107
2018,McGwire,Emmanuel Sanders,WR,11,8,108
2018,Nathan,Russell Wilson,QB,11,9,109
2018,Klapp,Duke Johnson,RB,11,10,110
2018,Jackson,Marlon Mack,RB,12,1,111
2018,Nathan,Chargers D/ST,D/ST,12,2,112
2018,Michael,Pierre Garcon,WR,12,3,113
2018,Dante,Steelers D/ST,D/ST,12,4,114
2018,Noah,Kirk Cousins,QB,12,5,115
2018,Jackson,Sammy Watkins,WR,12,6,116
2018,Noah,Andrew Luck,QB,12,7,117
2018,Klapp,Robbie Chosen,WR,12,8,118
2018,Jackson,Alex Smith,QB,12,9,119
2018,Nathan,Harrison Butker,K,12,10,120
2018,McGwire,Isaiah Crowell,RB,13,1,121
2018,Dante,Graham Gano,K,13,2,122
2018,Haris,Dak Prescott,QB,13,3,123
2018,McGwire,Hayden Hurst,TE,13,4,124
2018,Jackson,Chris Boswell,K,13,5,125
2018,Noah,Sony Michel,RB,13,6,126
2018,Jackson,Marquise Goodwin,WR,13,7,127
2018,Nathan,Kalen Ballage,RB,13,8,128
2018,Michael,Rex Burkhead,RB,13,9,129
2018,Dante,Jack Doyle,TE,13,10,130
2018,Haris,Dez Bryant,WR,14,1,131
2018,McGwire,Jordy Nelson,WR,14,2,132
2018,Noah,Matt Prater,K,14,3,133
2018,Klapp,Allen Hurns,WR,14,4,134
2018,Jackson,Kenny Stills,WR,14,5,135
2018,Nathan,Jimmy Garoppolo,QB,14,6,136
2018,Noah,DeVante Parker,WR,14,7,137
2018,Dante,Marcus Mariota,QB,14,8,138
2018,Haris,George Kittle,TE,14,9,139
2018,McGwire,Ben Roethlisberger,QB,14,10,140
2018,Noah,Calvin Ridley,WR,15,1,141
2018,Klapp,Paul Richardson Jr.,WR,15,2,142
2018,Jackson,Jamison Crowder,WR,15,3,143
2018,McGwire,Tarik Cohen,RB,15,4,144
2018,Dante,Jamaal Williams,RB,15,5,145
2018,Haris,Broncos D/ST,D/ST,15,6,146
2018,McGwire,Charles Clay,TE,15,7,147
2018,Klapp,Chris Thompson,RB,15,8,148
2018,Michael,Kerryon Johnson,RB,15,9,149
2018,Dante,Mohamed Sanu,WR,15,10,150
2018,Klapp,Julian Edelman,WR,16,1,151
2018,Michael,Ty Montgomery II,RB,16,2,152
2018,Dante,Kenny Golladay,WR,16,3,153
2018,Michael,Josh Doctson,WR,16,4,154
2018,Dante,Tyler Lockett,WR,16,5,155
2018,Michael,Rishard Matthews,WR,16,6,156
2018,Dante,Bilal Powell,RB,16,7,157
2018,Michael,Cameron Meredith,WR,16,8,158
2018,Michael,DeSean Jackson,WR,16,9,159
2018,Michael,Saints D/ST,D/ST,16,10,160
2019,Dante,Michael Thomas,WR,1,1,1
2019,Ethan,Devonta Freeman,RB,1,2,2
2019,Klapp,Todd Gurley II,RB,1,3,3
2019,McGwire,Saquon Barkley,RB,1,4,4
2019,Noah,Alvin Kamara,RB,1,5,5
2019,Carter,DeAndre Hopkins,WR,1,6,6
2019,Haris,Le'Veon Bell,RB,1,7,7
2019,Michael,Nick Chubb,RB,1,8,8
2019,Nathan,Julio Jones,WR,1,9,9
2019,Zach,Odell Beckham Jr.,WR,1,10,10
2019,Andrew,David Johnson,RB,1,11,11
2019,Justin,Christian McCaffrey,RB,1,12,12
2019,Justin,Patrick Mahomes,QB,2,1,13
2019,Andrew,Mike Evans,WR,2,2,14
2019,Zach,James Conner,RB,2,3,15
2019,Nathan,Antonio Brown,WR,2,4,16
2019,Michael,Davante Adams,WR,2,5,17
2019,Haris,Ezekiel Elliott,RB,2,6,18
2019,Carter,Leonard Fournette,RB,2,7,19
2019,Noah,Travis Kelce,TE,2,8,20
2019,McGwire,Adam Thielen,WR,2,9,21
2019,Klapp,Tyreek Hill,WR,2,10,22
2019,Ethan,JuJu Smith-Schuster,WR,2,11,23
2019,Dante,Joe Mixon,RB,2,12,24
2019,Dante,Zach Ertz,TE,3,1,25
2019,Ethan,Derrick Henry,RB,3,2,26
2019,Klapp,Stefon Diggs,WR,3,3,27
2019,McGwire,David Montgomery,RB,3,4,28
2019,Noah,Keenan Allen,WR,3,5,29
2019,Carter,Josh Jacobs,RB,3,6,30
2019,Haris,Amari Cooper,WR,3,7,31
2019,Michael,Julian Edelman,WR,3,8,32
2019,Nathan,Kerryon Johnson,RB,3,9,33
2019,Zach,Robert Woods,WR,3,10,34
2019,Andrew,Dalvin Cook,RB,3,11,35
2019,Justin,T.Y. Hilton,WR,3,12,36
2019,Justin,Sony Michel,RB,4,1,37
2019,Andrew,Aaron Rodgers,QB,4,2,38
2019,Zach,Mark Ingram II,RB,4,3,39
2019,Nathan,Damien Williams,RB,4,4,40
2019,Michael,Drew Brees,QB,4,5,41
2019,Haris,Jarvis Landry,WR,4,6,42
2019,Carter,Allen Robinson,WR,4,7,43
2019,Noah,Melvin Gordon III,RB,4,8,44
2019,McGwire,Deshaun Watson,QB,4,9,45
2019,Klapp,George Kittle,TE,4,10,46
2019,Ethan,Brandin Cooks,WR,4,11,47
2019,Dante,Phillip Lindsay,RB,4,12,48
2019,Dante,Tevin Coleman,RB,5,1,49
2019,Ethan,Andrew Luck,QB,5,2,50
2019,Klapp,Marlon Mack,RB,5,3,51
2019,McGwire,T.J. Hockenson,TE,5,4,52
2019,Noah,Alshon Jeffery,WR,5,5,53
2019,Carter,Evan Engram,TE,5,6,54
2019,Haris,William Fuller V,WR,5,7,55
2019,Michael,O.J. Howard,TE,5,8,56
2019,Nathan,A.J. Green,WR,5,9,57
2019,Zach,James White,RB,5,10,58
2019,Andrew,Tyler Lockett,WR,5,11,59
2019,Justin,DJ Moore,WR,5,12,60
2019,Justin,Calvin Ridley,WR,6,1,61
2019,Andrew,Jared Cook,TE,6,2,62
2019,Zach,Kenny Golladay,WR,6,3,63
2019,Nathan,Hunter Henry,TE,6,4,64
2019,Michael,Aaron Jones Sr.,RB,6,5,65
2019,Haris,Baker Mayfield,QB,6,6,66
2019,Carter,Derrius Guice,RB,6,7,67
2019,Noah,Lamar Miller,RB,6,8,68
2019,McGwire,Mike Williams,WR,6,9,69
2019,Klapp,Tarik Cohen,RB,6,10,70
2019,Ethan,Kenyan Drake,RB,6,11,71
2019,Dante,Chris Carson,RB,6,12,72
2019,Dante,Cooper Kupp,WR,7,1,73
2019,Ethan,Delanie Walker,TE,7,2,74
2019,Klapp,Russell Wilson,QB,7,3,75
2019,McGwire,Miles Sanders,RB,7,4,76
2019,Noah,Matt Ryan,QB,7,5,77
2019,Carter,Cam Newton,QB,7,6,78
2019,Haris,Dak Prescott,QB,7,7,79
2019,Michael,Chris Godwin Jr.,WR,7,8,80
2019,Nathan,Austin Ekeler,RB,7,9,81
2019,Zach,LeSean McCoy,RB,7,10,82
2019,Andrew,Sammy Watkins,WR,7,11,83
2019,Justin,David Njoku,TE,7,12,84
2019,Justin,Greg Zuerlein,K,8,1,85
2019,Andrew,Tyler Boyd,WR,8,2,86
2019,Zach,Jared Goff,QB,8,3,87
2019,Nathan,Matt Breida,RB,8,4,88
2019,Michael,Harrison Butker,K,8,5,89
2019,Haris,Austin Hooper,TE,8,6,90
2019,Carter,Dede Westbrook,WR,8,7,91
2019,Noah,Larry Fitzgerald,WR,8,8,92
2019,McGwire,Jordan Reed,TE,8,9,93
2019,Klapp,Bears D/ST,D/ST,8,10,94
2019,Ethan,Dante Pettis,WR,8,11,95
2019,Dante,Eric Ebron,TE,8,12,96
2019,Dante,Darrell Henderson Jr.,RB,9,1,97
2019,Ethan,Philip Rivers,QB,9,2,98
2019,Klapp,James Washington,WR,9,3,99
2019,McGwire,Devin Funchess,WR,9,4,100
2019,Noah,Sterling Shepard,WR,9,5,101
2019,Carter,Kyler Murray,QB,9,6,102
2019,Haris,Nyheim Miller-Hines,RB,9,7,103
2019,Michael,Rashaad Penny,RB,9,8,104
2019,Nathan,Latavius Murray,RB,9,9,105
2019,Zach,Jimmy Graham,TE,9,10,106
2019,Andrew,Tom Brady,QB,9,11,107
2019,Justin,Christian Kirk,WR,9,12,108
2019,Justin,Ronald Jones,RB,10,1,109
2019,Andrew,Adam Vinatieri,K,10,2,110
2019,Zach,DeSean Jackson,WR,10,3,111
2019,Nathan,Marvin Jones Jr.,WR,10,4,112
2019,Michael,Vikings D/ST,D/ST,10,5,113
2019,Haris,Alexander Mattison,RB,10,6,114
2019,Carter,Stephen Gostkowski,K,10,7,115
2019,Noah,Rams D/ST,D/ST,10,8,116
2019,McGwire,Bills D/ST,D/ST,10,9,117
2019,Klapp,Wil Lutz,K,10,10,118
2019,Ethan,Jaguars D/ST,D/ST,10,11,119
2019,Dante,Emmanuel Sanders,WR,10,12,120
2019,Dante,N'Keal Harry,TE,11,1,121
2019,Ethan,Jake Elliott,K,11,2,122
2019,Klapp,Robbie Chosen,WR,11,3,123
2019,McGwire,Justin Tucker,K,11,4,124
2019,Noah,Ka'imi Fairbairn,K,11,5,125
2019,Carter,Kareem Hunt,RB,11,6,126
2019,Haris,Royce Freeman,RB,11,7,127
2019,Michael,Carlos Hyde,RB,11,8,128
2019,Nathan,Carson Wentz,QB,11,9,129
2019,Zach,Robbie Gould,K,11,10,130
2019,Andrew,Saints D/ST,D/ST,11,11,131
2019,Justin,Chargers D/ST,D/ST,11,12,132
2019,Justin,Courtland Sutton,WR,12,1,133
2019,Andrew,Vance McDonald,TE,12,2,134
2019,Zach,Keke Coutee,WR,12,3,135
2019,Nathan,Anthony Miller,WR,12,4,136
2019,Michael,Corey Davis,WR,12,5,137
2019,Haris,Benny Snell Jr.,RB,12,6,138
2019,Carter,Patriots D/ST,D/ST,12,7,139
2019,Noah,Jerick McKinnon,RB,12,8,140
2019,McGwire,Hollywood Brown,WR,12,9,141
2019,Klapp,Adrian Peterson,RB,12,10,142
2019,Ethan,DK Metcalf,WR,12,11,143
2019,Dante,Jordan Howard,RB,12,12,144
2019,Dante,Mitchell Trubisky,QB,13,1,145
2019,Ethan,John Brown,WR,13,2,146
2019,Klapp,Chris Thompson,RB,13,3,147
2019,McGwire,Justice Hill,RB,13,4,148
2019,Noah,Ben Roethlisberger,QB,13,5,149
2019,Carter,Jack Doyle,TE,13,6,150
2019,Haris,Ryquell Armstead,RB,13,7,151
2019,Michael,Noah Fant,TE,13,8,152
2019,Nathan,Curtis Samuel,WR,13,9,153
2019,Zach,Texans D/ST,D/ST,13,10,154
2019,Andrew,Dion Lewis,RB,13,11,155
2019,Justin,Trey Burton,TE,13,12,156
2019,Justin,Kenny Stills,WR,14,1,157
2019,Andrew,Michael Gallup,WR,14,2,158
2019,Zach,DeVante Parker,WR,14,3,159
2019,Nathan,Kalen Ballage,RB,14,4,160
2019,Michael,Peyton Barber,RB,14,5,161
2019,Haris,Marquez Valdes-Scantling,WR,14,6,162
2019,Carter,Hakeem Butler,WR,14,7,163
2019,Noah,Geronimo Allison,WR,14,8,164
2019,McGwire,Jimmy Garoppolo,QB,14,9,165
2019,Klapp,Golden Tate,WR,14,10,166
2019,Ethan,Tyler Eifert,TE,14,11,167
2019,Dante,Ryan Succop,K,14,12,168
2019,Dante,Ravens D/ST,D/ST,15,1,169
2019,Ethan,Duke Johnson,RB,15,2,170
2019,Klapp,DaeSean Hamilton,WR,15,3,171
2019,McGwire,Cole Beasley,WR,15,4,172
2019,Noah,Frank Gore,RB,15,5,173
2019,Carter,Devin Singletary,RB,15,6,174
2019,Haris,Browns D/ST,D/ST,15,7,175
2019,Michael,Albert Wilson,WR,15,8,176
2019,Nathan,Colts D/ST,D/ST,15,9,177
2019,Zach,Marquise Goodwin,WR,15,10,178
2019,Andrew,Kyle Rudolph,TE,15,11,179
2019,Justin,C.J. Anderson,RB,15,12,180
2019,Justin,John Ross,WR,16,1,181
2019,Andrew,Matt Prater,K,16,2,182
2019,Zach,Marqise Lee,WR,16,3,183
2019,Nathan,Michael Badgley,K,16,4,184
2019,Michael,Parris Campbell,WR,16,5,185
2019,Haris,Brett Maher,K,16,6,186
2019,Carter,Zay Jones,WR,16,7,187
2019,Noah,Lamar Jackson,QB,16,8,188
2019,McGwire,J.J. Arcega-Whiteside,WR,16,9,189
2019,Klapp,DJ Chark,WR,16,10,190
2019,Ethan,Mohamed Sanu,WR,16,11,191
2019,Dante,Tre'Quan Smith,WR,16,12,192
2020,Andrew,Dalvin Cook,RB,1,1,1
2020,Ethan,Christian McCaffrey,RB,1,2,2
2020,Nathan,Alvin Kamara,RB,1,3,3
2020,Zach,Michael Thomas,WR,1,4,4
2020,Michael,Clyde Edwards-Helaire,RB,1,5,5
2020,McGwire,Tyreek Hill,WR,1,6,6
2020,Noah,Derrick Henry,RB,1,7,7
2020,Haris,Ezekiel Elliott,RB,1,8,8
2020,Carter,Saquon Barkley,RB,1,9,9
2020,Dante,Nick Chubb,RB,1,10,10
2020,Dante,Aaron Jones Sr.,RB,2,1,11
2020,Carter,James Conner,RB,2,2,12
2020,Haris,Julio Jones,WR,2,3,13
2020,Noah,Davante Adams,WR,2,4,14
2020,McGwire,Austin Ekeler,RB,2,5,15
2020,Michael,Josh Jacobs,RB,2,6,16
2020,Zach,Miles Sanders,RB,2,7,17
2020,Nathan,Kenyan Drake,RB,2,8,18
2020,Ethan,Joe Mixon,RB,2,9,19
2020,Andrew,DeAndre Hopkins,WR,2,10,20
2020,Andrew,Lamar Jackson,QB,3,1,21
2020,Ethan,Travis Kelce,TE,3,2,22
2020,Nathan,George Kittle,TE,3,3,23
2020,Zach,Mike Evans,WR,3,4,24
2020,Michael,DJ Moore,WR,3,5,25
2020,McGwire,Zach Ertz,TE,3,6,26
2020,Noah,Adam Thielen,WR,3,7,27
2020,Haris,Patrick Mahomes,QB,3,8,28
2020,Carter,Chris Godwin Jr.,WR,3,9,29
2020,Dante,Courtland Sutton,WR,3,10,30
2020,Dante,Cooper Kupp,WR,4,1,31
2020,Carter,Kyler Murray,QB,4,2,32
2020,Haris,Le'Veon Bell,RB,4,3,33
2020,Noah,Chris Carson,RB,4,4,34
2020,McGwire,Leonard Fournette,RB,4,5,35
2020,Michael,Calvin Ridley,WR,4,6,36
2020,Zach,David Johnson,RB,4,7,37
2020,Nathan,Amari Cooper,WR,4,8,38
2020,Ethan,Allen Robinson,WR,4,9,39
2020,Andrew,Todd Gurley II,RB,4,10,40
2020,Andrew,JuJu Smith-Schuster,WR,5,1,41
2020,Ethan,Kenny Golladay,WR,5,2,42
2020,Nathan,Odell Beckham Jr.,WR,5,3,43
2020,Zach,Robert Woods,WR,5,4,44
2020,Michael,Darren Waller,TE,5,5,45
2020,McGwire,T.Y. Hilton,WR,5,6,46
2020,Noah,Jonathan Taylor,RB,5,7,47
2020,Haris,A.J. Brown,WR,5,8,48
2020,Carter,Keenan Allen,WR,5,9,49
2020,Dante,Mark Andrews,TE,5,10,50
2020,Dante,Russell Wilson,QB,6,1,51
2020,Carter,Tyler Higbee,TE,6,2,52
2020,Haris,A.J. Green,WR,6,3,53
2020,Noah,Tyler Lockett,WR,6,4,54
2020,McGwire,DK Metcalf,WR,6,5,55
2020,Michael,Deshaun Watson,QB,6,6,56
2020,Zach,Melvin Gordon III,RB,6,7,57
2020,Nathan,David Montgomery,RB,6,8,58
2020,Ethan,Devin Singletary,RB,6,9,59
2020,Andrew,Evan Engram,TE,6,10,60
2020,Andrew,Kareem Hunt,RB,7,1,61
2020,Ethan,Terry McLaurin,WR,7,2,62
2020,Nathan,DJ Chark,WR,7,3,63
2020,Zach,Rob Gronkowski,TE,7,4,64
2020,Michael,DeVante Parker,WR,7,5,65
2020,McGwire,Mark Ingram II,RB,7,6,66
2020,Noah,Hollywood Brown,WR,7,7,67
2020,Haris,Noah Fant,TE,7,8,68
2020,Carter,Cam Akers,RB,7,9,69
2020,Dante,Raheem Mostert,RB,7,10,70
2020,Dante,Julian Edelman,WR,8,1,71
2020,Carter,William Fuller V,WR,8,2,72
2020,Haris,Jerry Jeudy,WR,8,3,73
2020,Noah,J.K. Dobbins,RB,8,4,74
2020,McGwire,CeeDee Lamb,WR,8,5,75
2020,Michael,D'Andre Swift,RB,8,6,76
2020,Zach,Tom Brady,QB,8,7,77
2020,Nathan,Stefon Diggs,WR,8,8,78
2020,Ethan,Drew Brees,QB,8,9,79
2020,Andrew,Deebo Samuel,WR,8,10,80
2020,Andrew,Tarik Cohen,RB,9,1,81
2020,Ethan,Jarvis Landry,WR,9,2,82
2020,Nathan,Tyler Boyd,WR,9,3,83
2020,Zach,Ronald Jones,RB,9,4,84
2020,Michael,Diontae Johnson,WR,9,5,85
2020,McGwire,Matt Ryan,QB,9,6,86
2020,Noah,Dak Prescott,QB,9,7,87
2020,Haris,Mecole Hardman,WR,9,8,88
2020,Carter,49ers D/ST,D/ST,9,9,89
2020,Dante,Marvin Jones Jr.,WR,9,10,90
2020,Dante,Matt Breida,RB,10,1,91
2020,Carter,James White,RB,10,2,92
2020,Haris,Steelers D/ST,D/ST,10,3,93
2020,Noah,Jamison Crowder,WR,10,4,94
2020,McGwire,Henry Ruggs III,WR,10,5,95
2020,Michael,Darrell Henderson Jr.,RB,10,6,96
2020,Zach,Michael Gallup,WR,10,7,97
2020,Nathan,Kerryon Johnson,RB,10,8,98
2020,Ethan,Bills D/ST,D/ST,10,9,99
2020,Andrew,Ravens D/ST,D/ST,10,10,100
2020,Andrew,Harrison Butker,K,11,1,101
2020,Ethan,Phillip Lindsay,RB,11,2,102
2020,Nathan,Justin Jefferson,WR,11,3,103
2020,Zach,Patriots D/ST,D/ST,11,4,104
2020,Michael,Broncos D/ST,D/ST,11,5,105
2020,McGwire,Matt Prater,K,11,6,106
2020,Noah,Hayden Hurst,TE,11,7,107
2020,Haris,Justin Tucker,K,11,8,108
2020,Carter,Gardner Minshew,QB,11,9,109
2020,Dante,Wil Lutz,K,11,10,110
2020,Dante,Aaron Rodgers,QB,12,1,111
2020,Carter,Matt Gay,K,12,2,112
2020,Haris,Daniel Jones,QB,12,3,113
2020,Noah,Alexander Mattison,RB,12,4,114
2020,McGwire,Bears D/ST,D/ST,12,5,115
2020,Michael,Younghoe Koo,K,12,6,116
2020,Zach,Greg Zuerlein,K,12,7,117
2020,Nathan,Jordan Howard,RB,12,8,118
2020,Ethan,Robbie Gould,K,12,9,119
2020,Andrew,Allen Lazard,WR,12,10,120
2020,Andrew,Hunter Henry,TE,13,1,121
2020,Ethan,Zack Moss,RB,13,2,122
2020,Nathan,Colts D/ST,D/ST,13,3,123
2020,Zach,Brandin Cooks,WR,13,4,124
2020,Michael,Tevin Coleman,RB,13,5,125
2020,McGwire,Marlon Mack,RB,13,6,126
2020,Noah,Carson Wentz,QB,13,7,127
2020,Haris,T.J. Hockenson,TE,13,8,128
2020,Carter,N'Keal Harry,TE,13,9,129
2020,Dante,Adrian Peterson,RB,13,10,130
2020,Dante,Anthony Miller,WR,14,1,131
2020,Carter,Cam Newton,QB,14,2,132
2020,Haris,Boston Scott,RB,14,3,133
2020,Noah,Blake Jarwin,TE,14,4,134
2020,McGwire,Matthew Stafford,QB,14,5,135
2020,Michael,Darius Slayton,WR,14,6,136
2020,Zach,Golden Tate,WR,14,7,137
2020,Nathan,Zane Gonzalez,K,14,8,138
2020,Ethan,Austin Hooper,TE,14,9,139
2020,Andrew,Latavius Murray,RB,14,10,140
2020,Andrew,Josh Allen,QB,15,1,141
2020,Ethan,Sterling Shepard,WR,15,2,142
2020,Nathan,Antonio Brown,WR,15,3,143
2020,Zach,Preston Williams,WR,15,4,144
2020,Michael,Darrel Williams,RB,15,5,145
2020,McGwire,John Brown,WR,15,6,146
2020,Noah,Vikings D/ST,D/ST,15,7,147
2020,Haris,Laviska Shenault Jr.,WR,15,8,148
2020,Carter,Jared Cook,TE,15,9,149
2020,Dante,Alshon Jeffery,WR,15,10,150
2020,Dante,Dare Ogunbowale,RB,16,1,151
2020,Carter,Tre'Quan Smith,WR,16,2,152
2020,Haris,Sammy Watkins,WR,16,3,153
2020,Noah,Dan Bailey,K,16,4,154
2020,McGwire,Mike Williams,WR,16,5,155
2020,Michael,DeSean Jackson,WR,16,6,156
2020,Zach,Ben Roethlisberger,QB,16,7,157
2020,Nathan,Joe Burrow,QB,16,8,158
2020,Ethan,C.J. Uzomah,TE,16,9,159
2020,Andrew,Mohamed Sanu,WR,16,10,160
2021,Zach,Christian McCaffrey,RB,1,1,1
2021,Michael,Dalvin Cook,RB,1,2,2
2021,Dante,Alvin Kamara,RB,1,3,3
2021,McGwire,Davante Adams,WR,1,4,4
2021,Carter,Derrick Henry,RB,1,5,5
2021,Noah,Saquon Barkley,RB,1,6,6
2021,Ethan,Ezekiel Elliott,RB,1,7,7
2021,Nathan,Travis Kelce,TE,1,8,8
2021,Haris,Nick Chubb,RB,1,9,9
2021,Andrew,Austin Ekeler,RB,1,10,10
2021,Andrew,Aaron Jones Sr.,RB,2,1,11
2021,Haris,Jonathan Taylor,RB,2,2,12
2021,Nathan,Najee Harris,RB,2,3,13
2021,Ethan,Antonio Gibson,RB,2,4,14
2021,Noah,Tyreek Hill,WR,2,5,15
2021,Carter,DK Metcalf,WR,2,6,16
2021,McGwire,Stefon Diggs,WR,2,7,17
2021,Dante,J.K. Dobbins,RB,2,8,18
2021,Michael,DeAndre Hopkins,WR,2,9,19
2021,Zach,Justin Jefferson,WR,2,10,20
2021,Zach,George Kittle,TE,3,1,21
2021,Michael,Clyde Edwards-Helaire,RB,3,2,22
2021,Dante,Calvin Ridley,WR,3,3,23
2021,McGwire,David Montgomery,RB,3,4,24
2021,Carter,A.J. Brown,WR,3,5,25
2021,Noah,Darren Waller,TE,3,6,26
2021,Ethan,Keenan Allen,WR,3,7,27
2021,Nathan,Joe Mixon,RB,3,8,28
2021,Haris,CeeDee Lamb,WR,3,9,29
2021,Andrew,Mike Evans,WR,3,10,30
2021,Andrew,Robert Woods,WR,4,1,31
2021,Haris,Amari Cooper,WR,4,2,32
2021,Nathan,Terry McLaurin,WR,4,3,33
2021,Ethan,Allen Robinson,WR,4,4,34
2021,Noah,Patrick Mahomes,QB,4,5,35
2021,Carter,James Robinson,RB,4,6,36
2021,McGwire,Chris Carson,RB,4,7,37
2021,Dante,Tyler Lockett,WR,4,8,38
2021,Michael,Chris Godwin Jr.,WR,4,9,39
2021,Zach,Julio Jones,WR,4,10,40
2021,Zach,Josh Allen,QB,5,1,41
2021,Michael,Kyler Murray,QB,5,2,42
2021,Dante,Miles Sanders,RB,5,3,43
2021,McGwire,Adam Thielen,WR,5,4,44
